RU_2282,FUXhQFcPyHQ,https://www.youtube.com/watch?v=FUXhQFcPyHQ,قصف الطيران الروسي لقرى جبل الزاوية,2015-10-12T11:40:32.000Z,قناة الجسر الفضائية-Jisr satellite media channel,Jabal az Zawiyah,جبل الزاوية,"35°42'34.58""N","36°30'27.74""E",Russian airstrike on Jabal az Zawiyah,Alleged civilian casualties from Russian attacks
RU_2283,FYZMAK66hd8,https://www.youtube.com/watch?v=FYZMAK66hd8,وكالة قاسيون|ريف اللاذقية: كاميرا قاسيون ترصد حجم الدمار في مصيف سلمى 12-10-2015,2015-10-12T10:16:40.000Z,Qasion news agency,Salma,سلمى,35.6890793,36.132981,Qasioun Agency | Lattakia province: Qasioun's camera monitors the scale of destruction in Masyaf Salma.,Alleged civilian casualties from Russian attacks
RU_2284,IJbyCz6Iy8k,https://www.youtube.com/watch?v=IJbyCz6Iy8k,وكالة قاسيون| ريف اللاذقية:قصف عنيف من قبل الطيران الروسي على قمة جبل القلعة 12-10-2015,2015-10-12T09:41:08.000Z,Qasion news agency,Jabal Turkman,جبل التركمان,35.7874449N,36.0372269E,Qasioun Agency | Lattakia province: heavy shelling by Russian aircrafts on the top of Al Qalaa mountain.,Alleged civilian casualties from Russian attacks
RU_2285,5frZC8w-X34,https://www.youtube.com/watch?v=5frZC8w-X34,وكالة قاسيون|ريف اللاذقية: رصد الطيران الروسي في اجواء ريف اللاذقية 12-10-2015,2015-10-12T08:14:29.000Z,Qasion news agency,Jabal Turkman,جبل التركمان,35.7874449N,36.0372269E,Qasioun Agency | Lattakia province: monitoring Russian aircrafts in Lattakia province's airspace.,Alleged civilian casualties from Russian attacks
RU_2286,lbqzNtiX54U,https://www.youtube.com/watch?v=lbqzNtiX54U,وكالة قاسيون|ريف اللاذقية : غارة جوية من قبل الطيران الروسي على قمة جبل القلعة 12-10-2015,2015-10-12T08:05:17.000Z,Qasion news agency,Jabal Turkman,جبل التركمان,35.7874449N,36.0372269E,Qasioun Agency | Lattakia province: an air strike by Russian aircraft on the top of Al Qalaa mountain.,Alleged civilian casualties from Russian attacks
RU_2287,MsCbG0t1Ds8,https://www.youtube.com/watch?v=MsCbG0t1Ds8,شاهد انفجار آلاف القنابل العنقودية من راجمة روسية على بلدة سكيك بريف ادلب الجنوبي,2015-10-12T07:41:35.000Z,انس المعراوي-Anas Merawy,Sukayk,سكيك,35.429676,36.770081,Witness an explosion of thousands of cluster bombs from the Russian launcher  town of  Skaik southern country side of idlib,Alleged civilian casualties from Russian attacks
RU_2288,2lhS2JOC96A,https://www.youtube.com/watch?v=2lhS2JOC96A,الدخان الناتج عن قصف الطائرات الروسية لمدينة سراقب في ريف إدلب,2015-10-12T07:31:21.000Z,SMART News Agency - وكالة سمارت للأنباء,Saraqib nahiyah,سراقب,35.863558,36.799534,Smoke rising as a result of shelling by Russian aircrafts on the Saraqeb city of Idlib province.,Alleged civilian casualties from Russian attacks
RU_2289,uFfFaCyyavE,https://www.youtube.com/watch?v=uFfFaCyyavE,غارات جوية للطيران الروسي على ناحية #التمانعة بريف إدلب الجنوبي 11-10-2015,2015-10-11T19:26:28.000Z,almarra today,Tamana'ah nahiyah,التمانعة,35.4558544,36.7501276,Air strikes by Russian aircrafts on Nahya Al Tamanaa in Idlib wouthern countryside.,Alleged civilian casualties from Russian attacks
RU_2290,mckD3nijwII,https://www.youtube.com/watch?v=mckD3nijwII,آثار الدمار جراء قصف روسي في تلبيسة,2015-10-11T17:11:02.000Z,Syrian Network for Human Rights,Talbisah,تلبيسة,34.833601,36.735749,Homs –Talbisa: destruction due to suspected Russian warplanes shelling 30 Sep 2015,Alleged civilian casualties from Russian attacks
RU_2291,aRi3C2B_f_0,https://www.youtube.com/watch?v=aRi3C2B_f_0,آثار الدمار جراء قصف روسي في احسم,2015-10-11T17:11:02.000Z,Syrian Network for Human Rights,Ehsem,احسم,35.6751474,36.2109375,Idlib –Ihsem: destruction due to suspected Russian warplanes missiles fired on the town 3 Oct 2015,Alleged civilian casualties from Russian attacks
RU_2292,CzNplApw-No,https://www.youtube.com/watch?v=CzNplApw-No,آثار الدمار جراء قصف روسي في جسر الشغور,2015-10-11T17:11:02.000Z,Syrian Network for Human Rights,Jisr ash-Shughur,جسر الشغور,"35°48'45""N","36°19'16""E",Idlib –Jisr Al Shoughour: destruction due to suspected Russian warplanes shelling 1 Oct 2015,Alleged civilian casualties from Russian attacks
RU_2293,ZtbonkC2rwo,https://www.youtube.com/watch?v=ZtbonkC2rwo,خطوة ||شاهد مكان الغارة من الطيران الحربي الروسي على مدينة سراقب و الذي أدى لنفوق عدد من الأغنام,2015-10-11T16:43:55.000Z,Step News Agency,Saraqib nahiyah,سراقب,35.863558,36.799534,Step Agency | Watch the site hit by an air strike by Russian warplanes on Saraqeb city that led to the death of a number of sheep,Alleged civilian casualties from Russian attacks
RU_2294,yyZFlWiAQlA,https://www.youtube.com/watch?v=yyZFlWiAQlA,وكالة قاسيون| ادلب: الغارة الروسية الثانية على قرية سكيك 11-10-2015,2015-10-11T16:31:45.000Z,Qasion news agency,Sukayk,سكيك,35.429676,36.770081,Qasioun Agency | Idlib: The second Russian air strike on Skeek village.,Alleged civilian casualties from Russian attacks
RU_2295,VzZVEdp5avs,https://www.youtube.com/watch?v=VzZVEdp5avs,وكالة قاسيون| ادلب غارة بالطيران الروسي على قرية سكيك 11-10-2015,2015-10-11T16:31:28.000Z,Qasion news agency,Sukayk,سكيك,35.429676,36.770081,Qasioun Agency | Idlib: An air strike by Russian aircrafts on Skeek village.,Alleged civilian casualties from Russian attacks
RU_2296,7WKSUG69C6Q,https://www.youtube.com/watch?v=7WKSUG69C6Q,وكالة قاسيون| ادلب: غارات عنيفة من الطيران الروسي تستهدف بلدة التمانعة 11-10-2015,2015-10-11T16:17:51.000Z,Qasion news agency,Tamana'ah nahiyah,التمانعة,35.4558544,36.7501276,Qasioun Agency | Idlib: heavy air strikes by Russian aircrafts target Al Tamanaa town.,Alleged civilian casualties from Russian attacks
RU_2297,mNEVKaE0PCY,https://www.youtube.com/watch?v=mNEVKaE0PCY,وكالة قاسيون| ادلب لحظة إطلاق الصواريخ من الطيران الروسي على بلدة التمانعة 11-10-2015,2015-10-11T16:11:30.000Z,Qasion news agency,Tamana'ah nahiyah,التمانعة,35.4558544,36.7501276,Qasioun Agency | Idlib: the moment rockets are fired by Russian aircrafts on Al Tamanaa town.,Alleged civilian casualties from Russian attacks
RU_2298,cWX1UH1sXwQ,https://www.youtube.com/watch?v=cWX1UH1sXwQ,الدخان المتصاعدة نتيجة الغارة جوية من الطيران الروسي على مدينة سراقب بريف ادلب 11 - 10 - 2015,2015-10-11T15:21:51.000Z,عين على الوطن-Ein ala watan media office,Saraqib nahiyah,سراقب,35.863558,36.799534,Smoke rising as a result of an air strike by Russian aircrafts on the Saraqeb city of Idlib countryside.,Alleged civilian casualties from Russian attacks
RU_2299,RhM5zg24EpU,https://www.youtube.com/watch?v=RhM5zg24EpU,ريف حماة قصف جنوني روسي على منطقة سكيك,2015-10-11T13:37:14.000Z,منتدى الثورة السورية-Syrian revolution forum,Sukayk,سكيك,35.429676,36.770081, Hama villages shelling of the madcap Russian on Skaik area,Alleged civilian casualties from Russian attacks
RU_2300,1B_8Lc6yuNY,https://www.youtube.com/watch?v=1B_8Lc6yuNY,وكالة قاسيون| ادلب: غارة بالطيران الحربي الروسي على بلدة التمانعة 11-10-2015,2015-10-11T10:41:43.000Z,Qasion news agency,Tamana'ah nahiyah,التمانعة,35.4558544,36.7501276,Qasioun Agency | Idlib: an air strike by Russian warplanes on Al Tamanaa town.,Alleged civilian casualties from Russian attacks
RU_2301,Kmasv12sBmw,https://www.youtube.com/watch?v=Kmasv12sBmw,وكالة قاسيون|ريف اللاذقية: غارة من الطيران الروسي يستهدف قرى جبل الاكراد 11-10-2015,2015-10-11T10:25:10.000Z,Qasion news agency,Jabal al akrad,جبل الأكراد,35.6516387,36.2152618,Qasioun Agency | Lattakia province: an air strike by Russian aircrafts targets the villages of Jabal al Akrad mountain.,Alleged civilian casualties from Russian attacks
RU_2302,aZnTUbwGIwQ,https://www.youtube.com/watch?v=aZnTUbwGIwQ,خطوة || تحليق الطيران الروسي صباح اليوم في ريف ادلب الجنوبي 11-10-2015,2015-10-11T08:41:26.000Z,Step News Agency,IDLIB,أدلب,35.9266549,36.6180588,Step Agency | Russian aircraft flying over the southern countryside of Idlib this morning 11/10/2015.,Alleged civilian casualties from Russian attacks
RU_2303,261SlQBf8YQ,https://www.youtube.com/watch?v=261SlQBf8YQ,شاهد على المجزرة التي ارتكبتها الطائرات الروسية في بلدة التمانعة بريف ادلب 10-10-2015,2015-10-10T20:55:22.000Z,maara media center,Tamana'ah nahiyah,التمانعة,35.4558544,36.7501276,Watch the massacre committed by Russian warplanes in the Al Tamanaa town of Idlib countryside.,Alleged civilian casualties from Russian attacks
RU_2304,EidweAeGRGk,https://www.youtube.com/watch?v=EidweAeGRGk,هام : كيفية تفكيك القنابل العنقودية التي تلقيها روسيا على سوريا وتفادي خطرها ..,2015-10-10T17:55:53.000Z,almarra today,Maret Numan,معرة النعمان,35.6478097,36.6679429,Important: the way cluster bombs dropped by Russia on Syria are defused ,Alleged civilian casualties from Russian attacks
RU_2305,0VXyM8-914U,https://www.youtube.com/watch?v=0VXyM8-914U,شاهد الدخان المتصاعد نتيجة الغارة الجوية التي أستهدفت مدينة سراقب في ريف ادلب الشرقي 10 /10 / 2015.,2015-10-10T13:53:39.000Z,عين على الوطن-Ein ala watan media office,Saraqib nahiyah,سراقب,35.863558,36.799534,Watch: smoke rising as a result of an air strike that targeted Saraqeb city in Idlib eastern countryside.,Alleged civilian casualties from Russian attacks
RU_2306,YyBmd3WWhRE,https://www.youtube.com/watch?v=YyBmd3WWhRE,فيديو يظهر طائرة حربية روسية بأجواء ريف حماة الشمالي,2015-10-10T12:18:45.000Z,عين على الوطن-Ein ala watan media office,Hama,حماة,35.373461,36.601458,Video shows a Russian warplane in the Hama northern countryside's airspace.,Alleged civilian casualties from Russian attacks
RU_2307,CT2Mtfu_eHg,https://www.youtube.com/watch?v=CT2Mtfu_eHg,الطيران الحربي الروسي يقصف مدينة كفرنبودة بريف حماة ج4 9 10 2015,2015-10-10T09:24:46.000Z,محمود الحموي-Mahmoud Alhamwi,Kafr Nabudah,كفر نبودة,35.433661,36.49441,Russian warplanes shell the Kafarnaboudah city of Hama province. Part 4,Alleged civilian casualties from Russian attacks
RU_2308,1WBv3N_wLI8,https://www.youtube.com/watch?v=1WBv3N_wLI8,إستهداف مخيم النقير في ريف إدلب بالقنابل العنقودية ليلاً,2015-10-09T22:11:27.000Z,قناة الجسر الفضائية-Jisr satellite media channel,Al Naqeer,النقير,35°29′56″N,36°32′26″E,Airstrike in Al Naqeer refugee camp with cluster bombs,Alleged civilian casualties from Russian attacks
RU_2309,X1eA_1jMXOA,https://www.youtube.com/watch?v=X1eA_1jMXOA,الغارة الثانيه بالطيران المر وحي على مدينة كفرنبودة وأطلاق نار كثيف,2015-10-09T19:04:25.000Z,ابو رشيد كفرنبودة-Abo Rasheed Kafr Nabudah,Kafr Nabudah,كفر نبودة,35.433661,36.49441,The second air strike by a helicopter on the Kafanaboudah city and heavy fire.,Alleged civilian casualties from Russian attacks
RU_2310,m105rDBypJo,https://www.youtube.com/watch?v=m105rDBypJo,المجلس المحلي كفرنبودة قصف عنيف على مدينة كفرنبودة,2015-10-09T18:02:24.000Z,ابو رشيد كفرنبودة-Abo Rasheed Kafr Nabudah,Kafr Nabudah,كفر نبودة,35.433661,36.49441,Local council of Kafarnaboudah: heavy shelling on Kafarnaboudah city.,Alleged civilian casualties from Russian attacks
RU_2311,govwhW33d_8,https://www.youtube.com/watch?v=govwhW33d_8,قصف جوي عنيف من طيران الاحتلال الروسي على كفرنبودة بريف حماة الشمالي. 2015/10/09,2015-10-09T17:47:24.000Z,baladi- news,Kafr Nabudah,كفر نبودة,35.433661,36.49441,Heavy aerial shelling by Russian aircrafts on Kafarnaboudah in Hama northern countryside.,Alleged civilian casualties from Russian attacks
RU_2312,uC27W33VUxQ,https://www.youtube.com/watch?v=uC27W33VUxQ,المجلس المحلي كفرنبودة قصف الطيران الروسه على المدينة,2015-10-09T17:22:56.000Z,ابو رشيد كفرنبودة-Abo Rasheed Kafr Nabudah,Kafr Nabudah,كفر نبودة,35.433661,36.49441,Local council of Kafarnaboudah: shelling by Russian aircrafts on the city.,Alleged civilian casualties from Russian attacks
RU_2313,APwRju7f1s4,https://www.youtube.com/watch?v=APwRju7f1s4,أربع مروحيات روسية تمهد لقوات النظام اقتحام كفرنبودة بريف حماه,2015-10-09T12:21:56.000Z,محمود الحموي-Mahmoud Alhamwi,Kafr Nabudah,كفر نبودة,35.433661,36.49441,Four Russian helicopters cover regime forces that attack Kafarnaboudah in Hama province.,Alleged civilian casualties from Russian attacks
RU_2314,uMKxrJn6KBE,https://www.youtube.com/watch?v=uMKxrJn6KBE,الرستن سلسلة من الغارات من العدوان الروسي على المدينة بالطيران الحربي وأحد الصواريخ يسقط امام المصور,2015-10-09T10:53:17.000Z,alrstm alrstm,Rastan,الرستن,34.91639,36.733818,Rastan: a series of air strikes by Russian warplanes on the city and a missile lamds in front of the cameraman.,Alleged civilian casualties from Russian attacks
RU_2315,uMKxrJn6KBE,https://www.youtube.com/watch?v=uMKxrJn6KBE,الرستن سلسلة من الغارات من العدوان الروسي على المدينة بالطيران الحربي وأحد الصواريخ يسقط امام المصور,2015-10-09T10:53:17.000Z,alrstm alrstm,Rastan,الرستن,34.91639,36.733818,"Rastan, a series of raids of Russian aggression on the city's by aviation and military rockets falling in front of a photographer",Alleged civilian casualties from Russian attacks
RU_2316,0smka_1Tix8,https://www.youtube.com/watch?v=0smka_1Tix8,الطيران الحربي الروسي يقصف مدينة كفرنبودة بريف حماة ج3 9 10 2015,2015-10-09T09:54:43.000Z,محمود الحموي-Mahmoud Alhamwi,Kafr Nabudah,كفر نبودة,35.433661,36.49441,Russian warplanes shell the Kafarnaboudah city of Hama province. Part 3,Alleged civilian casualties from Russian attacks
RU_2317,jItFUzNZllI,https://www.youtube.com/watch?v=jItFUzNZllI,الطيران الحربي الروسي يقصف مدينة كفرنبودة بريف حماة ج1 9 10 2015,2015-10-09T09:53:15.000Z,محمود الحموي-Mahmoud Alhamwi,Kafr Nabudah,كفر نبودة,35.433661,36.49441,Russian warplanes shell the Kafarnaboudah city of Hama province. Part 1,Alleged civilian casualties from Russian attacks
RU_2318,Rmu3T_hCELc,https://www.youtube.com/watch?v=Rmu3T_hCELc,الطيران الحربي الروسي بأجواء ريف حماة الشمالي المحرر 9 10 2015,2015-10-09T09:51:50.000Z,محمود الحموي-Mahmoud Alhamwi,Hama,حماة,35.373461,36.601458,Russian warplanes in the liberated Hama northern countryside's airspace.,Alleged civilian casualties from Russian attacks
RU_2319,F9sLH24pNOg,https://www.youtube.com/watch?v=F9sLH24pNOg,الرستن هاام لحظة استهداف الطيران الروسي المساجد اثناء صلاة الجمعة 9 10 2015,2015-10-09T09:46:15.000Z,alrstm alrstm,Rastan,الرستن,34.91639,36.733818,Rastan: Important: the moment Russian aircrafts target mosques during Friday prayers.,Alleged civilian casualties from Russian attacks
RU_2320,t7Q6Z8Kv6V8,https://www.youtube.com/watch?v=t7Q6Z8Kv6V8,خطوة || تحليق للطيران الحربي الروسي في سماء ريف ادلب الجنوبي 9 10 2015,2015-10-09T08:46:04.000Z,Step News Agency,IDLIB,أدلب,35.9266549,36.6180588,Step Agency || Russian warplanes flying over the southern countryside of Idlib 9/10/2015,Alleged civilian casualties from Russian attacks
RU_2321,jKPVA64J3Us,https://www.youtube.com/watch?v=jKPVA64J3Us,تصاعد اعمدة الدخان من الطائرة الروسية التي اسقطها الثوار في بلدة كفرنبودة بريف حماة الشمالي,2015-10-09T07:41:16.000Z,عين على الوطن-Ein ala watan media office,Kafr Nabudah,كفر نبودة,35.433661,36.49441,Columns of smoke rising from the Russian aircraft that was shot down by revolutionaries in the Kafarnaboudah town of Hama northern countryside.,Alleged civilian casualties from Russian attacks
RU_2322,bgllA5JBCb4,https://www.youtube.com/watch?v=bgllA5JBCb4,لحظة قصف الطيران الحربي الروسي بلدة كفرنبودة بريف حماة الشمالي,2015-10-09T06:33:15.000Z,عين على الوطن-Ein ala watan media office,Kafr Nabudah,كفر نبودة,35.433661,36.49441,The moment Russian warplanes shell Kafarnaboudah town in Hama northern countryside.,Alleged civilian casualties from Russian attacks
RU_2323,Bx3DZXXpTKQ,https://www.youtube.com/watch?v=Bx3DZXXpTKQ,راجمة روسية تستهدف مخيما للنازحين في ريف ادلب بصواريخ محملة برؤوس عنقودية,2015-10-09T01:18:29.000Z,هادي العبدالله Hadi Alabdallah,Al Naqeer,النقير,35°29′56″N,36°32′26″E,Russian launcher aimed at camps for displaced people in the countryside of Idlib with rockets loaded with cluster warheads,Alleged civilian casualties from Russian attacks
RU_2324,pDLmMBldyac,https://www.youtube.com/watch?v=pDLmMBldyac,لحظة استهداف ريف ادلب الجنوبي بالصواريخ العنقودية,2015-10-08T21:30:37.000Z,seraj aborass,IDLIB,أدلب,35.9266549,36.6180588,The moment the southern countryside of Idlib is targeted with cluster bombs,Alleged civilian casualties from Russian attacks
RU_2325,9u3Pqb9lSz0,https://www.youtube.com/watch?v=9u3Pqb9lSz0,وكالة قاسيون| حلب آثار القصف بالطيران الحربي الروسي على مدينة عندان بالريف الشمالي 8-10-2015,2015-10-08T19:57:12.000Z,Qasion news agency,Anadan,عندان,36.2924395,37.041918,Qasioun Agency | Aleppo: effects of shelling by Russian warplanes on Anadan city in the northern countryside.,Alleged civilian casualties from Russian attacks
RU_2326,8Xh8946R6e8,https://www.youtube.com/watch?v=8Xh8946R6e8,الطائرات الروسية تغير على كفرنبودة بريف حماة,2015-10-08T15:54:20.000Z,SMART News Agency - وكالة سمارت للأنباء,Kafr Nabudah,كفر نبودة,35.433661,36.49441,Russian aircrafts hovering Kafarnaboudah in Hama province.,Alleged civilian casualties from Russian attacks
RU_2327,8wLJ7FkCVDQ,https://www.youtube.com/watch?v=8wLJ7FkCVDQ,الدفاع المدني ينتشل الضحايا من تحت الانقاض عقب قصف الطائرات الروسية منطقة سكنية في معصران,2015-10-08T15:05:59.000Z,SMART News Agency - وكالة سمارت للأنباء,Masaran,معصران,35.707562,36.8038559,Civil defense retrieves victims from under the rubble after shelling by Russian aircrafts on a residential area in Maasaran.,Alleged civilian casualties from Russian attacks
RU_2328,zsUEwfDukMo,https://www.youtube.com/watch?v=zsUEwfDukMo,الدفاع المدني السوري ادلب - خان شيخون 8/10/2015 إنتشال المصابين من تحت الأنقاض بعد الغارة الروسية,2015-10-08T14:59:35.000Z,الدفاع المدني ادلب-Idlib civil defense,Khan Shaykhun,خان شيخون,35.44111,36.647174,Syrian Civil Defense of Idlib - Khan Sheikhoun: retrieving wounded from under the rubble after a Russian air strike.,Alleged civilian casualties from Russian attacks
RU_2329,nlJHUM1vxJg,https://www.youtube.com/watch?v=nlJHUM1vxJg,مشهد ثاني لطائرتين مروحيتين روسيتين فوق سلمى بجبل الاكراد اللاذقية سوريا,2015-10-08T14:17:33.000Z,انس المعراوي-Anas Merawy,Haffah,الحفة,35.6516387,36.2152618,"Scene: Two Russian helicopters flying over Salma in Jabal al-Akrad, Lattakia, Syria",Alleged civilian casualties from Russian attacks
RU_2330,555257844621269,https://www.facebook.com/video.php?v=555257844621269,#وكالة_قاسيون| ريف اللاذقية: اشتعال الحرائق في الغابات جراء القصف من قبل الطيران الروسي 8-10-2015,2015-10-08T14:17:33.000Z,Qasioun News Agency,Jabal Turkman,جبل التركمان,35.7874449N,36.0372269E,# Qassion_Agency | The countryside of Latakia: ignition of fires in the forests due to bombardment by Russian aviation ,Alleged civilian casualties from Russian attacks
RU_2331,Rose52tiPnk,https://www.youtube.com/watch?v=Rose52tiPnk,وكالة قاسيون| حماه: قصف على بلدة كفرنبودة من حاجز المغير واسقاط مروحية 8-10-2015,2015-10-08T12:34:29.000Z,Qasion news agency,Kafr Nabudah,كفر نبودة,35.433661,36.49441,Qasioun Agency | Hama: shelling on Kafarnaboudah city from Al Maghayer checkpoint and a helicopter is shot down.,Alleged civilian casualties from Russian attacks
RU_2332,rMkbbsxEEkk,https://www.youtube.com/watch?v=rMkbbsxEEkk,شام حلب آثار الدمار الناتج عن قصف الطائرات الروسية على منازل المدنيين 8 10 2015,2015-10-08T11:37:35.000Z,ShaamNetwork S.N.N,ALEPPO,حلب,36.2065528,37.0785454,Sham: Aleppo: destruction left by shelling from Russian aircrafts on civilian houses.,Alleged civilian casualties from Russian attacks
RU_2333,HgvrJ-5Dxew,https://www.youtube.com/watch?v=HgvrJ-5Dxew,الدفاع المدني يقوم بنقل القنابل العنقودية التي لم تنفجر في معصران حرصاً على سلامة المدنيين,2015-10-08T09:10:37.000Z,maara media center,Masaran,معصران,35.707562,36.8038559,The civil defense transports unexploded cluster bombs in Maasaran for the safety of civilians.,Alleged civilian casualties from Russian attacks
RU_2334,sbY0eLH1UEc,https://www.youtube.com/watch?v=sbY0eLH1UEc,غارات روسية على كفرنبودة في ريف حماة تزامنا مع محاولة اقتحامها من قبل النظام,2015-10-08T08:08:53.000Z,SMART News Agency - وكالة سمارت للأنباء,Kafr Nabudah,كفر نبودة,35.433661,36.49441,Russian air strikes on Kafarnaboudah in Hama province in parallel to a regime attempt to storm it.,Alleged civilian casualties from Russian attacks
RU_2335,krAKHzXlRU0,https://www.youtube.com/watch?v=krAKHzXlRU0,قصف الطيران الروسي على مخيم طيبة في قرية الغدفة,2015-10-08T06:18:53.000Z,Abdulrahman Alahmad,Al ghadfah,الغدفة,"35°40'28.85""N","36°47'42.78""E",Shelling by Russian aircrafts on the Taybah refugee camp in Al Ghadafe village.,Alleged civilian casualties from Russian attacks
RU_2336,lIX_NE2R5ms,https://www.youtube.com/watch?v=lIX_NE2R5ms,قصف الطيران الروسي على مدينة الرستن - حمص 30 أيلول 2015,2015-10-07T22:12:55.000Z,VDC reports,Rastan,الرستن,34.91639,36.733818,Desctruction as a result of the Russian airstrikes in Rastan,Alleged civilian casualties from Russian attacks
RU_2337,P8A4MCcVfwk,https://www.youtube.com/watch?v=P8A4MCcVfwk,الطيران الحربي الروسي يقصف بلدة الهبيط بريف إدلب 7 10 2015,2015-10-07T19:09:09.000Z,محمود الحموي-Mahmoud Alhamwi,Hobait,الهبيط,35.4387845,36.5363219,Russian warplanes shell Al Habeet town in Idlib province.,Alleged civilian casualties from Russian attacks
RU_2338,IJwaMn6GBKQ,https://www.youtube.com/watch?v=IJwaMn6GBKQ,خطوة ||احد المصابين في مجزرة الطيران الروسي في معصران وهو يعالج في المشفى الميداني,2015-10-07T18:11:54.000Z,Step News Agency,Masaran,معصران,35.707562,36.8038559,Step Agency || One of the people wounded in the massacre by Russian aircraft in Maasaran. He is being treated in a field hospital.,Alleged civilian casualties from Russian attacks
RU_2339,Mt_c1Pnj4go,https://www.youtube.com/watch?v=Mt_c1Pnj4go,خطوة ||مقطع مؤثر لأب و هو يشاهد ولده الثاني يلفظ أنفاسه بالمجزرة التي وقعت ببلدة معصران بريف إدلب,2015-10-07T18:02:56.000Z,Step News Agency,Masaran,معصران,35.707562,36.8038559,Step Agency || a moving footage shows a father seeing his second son dying in the massacre that occurred in the Maasaran town of Idlib province.,Alleged civilian casualties from Russian attacks
RU_2340,Dt5BV7tJP7U,https://www.youtube.com/watch?v=Dt5BV7tJP7U,الدمار الحاصل نتيجة القصف بالطائرات الروسية على المدينة ٧-١٠-٢٠١٥,2015-10-07T17:53:12.000Z,مركز حلب الإعلامي AMC-Aleppo media centre,ALEPPO,حلب,36.2065528,37.0785454,Destruction left by shelling from Russian aircrafts on the city.,Alleged civilian casualties from Russian attacks
RU_2341,ej_GMhqjCaI,https://www.youtube.com/watch?v=ej_GMhqjCaI,الطيران الحربي الروسي يقصف مابين مدينة كفرزيتا والزكاة بريف حماة 7 10 2015,2015-10-07T17:50:29.000Z,محمود الحموي-Mahmoud Alhamwi,KafrZita,كفر زيتا,35.373461,36.601458,Russian warplanes shell the area between Kafar Zeta and Al Zaka in Hama province.,Alleged civilian casualties from Russian attacks
RU_2342,MeVrg0j4TME,https://www.youtube.com/watch?v=MeVrg0j4TME,الطيران الروسي يُدمر حي كامل في مدينة اللطامنة بريف حماة بغارة واحدة 7 10 2015,2015-10-07T17:21:52.000Z,محمود الحموي-Mahmoud Alhamwi,latamneh,اللطامنة,35.326749,36.621766,Russian aircrafts destroy a whole neighborhood in the Lattameneh city of Hama province with only one air strike.,Alleged civilian casualties from Russian attacks
RU_2343,ucZgD9_TAT4,https://www.youtube.com/watch?v=ucZgD9_TAT4,وكالة قاسيون| حماه: لحظة شن غارتين للمرة الثانية بالطيران الحربي الروسي على بلدة عطشان 7-10-2015,2015-10-07T16:09:02.000Z,Qasion news agency,Utshan,عطشان,35.4081469,36.8234988,Qasioun Agency | the moment two air strikes were carried out by Russian warplanes for the second time on Atshane town.,Alleged civilian casualties from Russian attacks
RU_2344,bUWpA9GzFMY,https://www.youtube.com/watch?v=bUWpA9GzFMY, روسيا تسهدف المدنيين بالقتابل العنقودية المحرمة دوليا في معرة النعمان :7-10-2015 :,2015-10-07T15:44:22.000Z,almarra today,Maret Numan,معرة النعمان,35.6478097,36.6679429,Russia targets civilians with internationally prohibited cluster bombs in Maarat Al Nouman.,Alleged civilian casualties from Russian attacks
RU_2345,OanPsCgi3Z0,https://www.youtube.com/watch?v=OanPsCgi3Z0,لقاء مع المتحدث الرسمي باسم المشفى الميداني الثاني في حماة في مدينة اللطامنة,2015-10-07T15:24:19.000Z,عين على الوطن-Ein ala watan media office,latamneh,اللطامنة,35.326749,36.621766,Interview to the spokesperson for the second field hospital of Hama  in Lattameneh city.,Alleged civilian casualties from Russian attacks
RU_2346,kn49Kzp--08,https://www.youtube.com/watch?v=kn49Kzp--08,مجزرة ارتكبتها الطائرات الروسية بحق المدنيين في بلدة معصران بريف ادلب و6 شهداء حصيلة أولية,2015-10-07T14:42:41.000Z,maara media center,Masaran,معصران,35.707562,36.8038559,A massacre committed by Russian aircrafts against civilians in Maasaran town in idlib province. Six dead according to a first death toll.,Alleged civilian casualties from Russian attacks
RU_2347,FmqbIr22kLU,https://www.youtube.com/watch?v=FmqbIr22kLU,وكالة قاسيون| ادلب قصف بالطيران الحربي الروسي على أطراف مدينة معرة حرمة بالريف الجنوبي 7-10-2015,2015-10-07T14:36:51.000Z,Qasion news agency,Marat Hermeh,معرة حرمة,"35°32'57""","36°32'27""",Qasioun Agency | Idlib: shelling by Russian warplanes on the outskirts of Maarat Harameh city in the southern area of the province.,Alleged civilian casualties from Russian attacks
RU_2348,mw1tJpddnfg,https://www.youtube.com/watch?v=mw1tJpddnfg,معاذ الشامي _ الطيران الروسي يرتكب أكبر مجزرة بحق المدنيين في بلد ة معصران بريف ادلب,2015-10-07T14:31:35.000Z,معاذ الشامي-Muaz al shamy,Masaran,معصران,35.707562,36.8038559,Moaz Al Shami: Russian aircrafts commit a massacre against civilians in Maasaran town in idlib province.,Alleged civilian casualties from Russian attacks
RU_2349,EonJzaV5Wt8,https://www.youtube.com/watch?v=EonJzaV5Wt8,عشرات الصواريخ تسقط على بلدة لطمين بخلال دقيقتين ريف حماة الشمالي,2015-10-07T13:45:31.000Z,المركز الصحفي السوري-Syrian Press Centre,Latammin,لطمين,"35°21'30""","36°39'8""",Dozens of missiles land in Latmeen town in two minutes. Hama northern countryside.,Alleged civilian casualties from Russian attacks
